Code,Code_System,ValueSetName,Steward
CefTAZidime 6 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 1 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 1 g/50 mL-iso-osmotic dextrose intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 2 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 2 g/50 mL-iso-osmotic dextrose intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 250 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefTRIAXone Sodium ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 187 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 375 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefaclor 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
"Cefaclor CD 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Cefaclor ER 375 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Cefaclor ER 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Cefadroxil Monohydrate 1000 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefadroxil Monohydrate 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefadroxil Monohydrate 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cefadroxil Monohydrate 500 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefadyl 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefdinir 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefdinir 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefdinir 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cefditoren Pivoxil 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefditoren Pivoxil 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 1 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 1 g/50 mL-iso-osmotic dextrose intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 2 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefepime Hydrochloride 2 g/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefixime 100 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefixime 200 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefixime 400 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefizox 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefoTEtan Disodium 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefoTEtan Disodium 1 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefoTEtan Disodium 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefoTEtan Disodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
CefoTEtan Disodium 2 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefobid 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefobid 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefobid 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 1 g/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 2 g/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotan 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotaxime Sodium 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotaxime Sodium 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotaxime Sodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotaxime Sodium 20 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefotaxime Sodium 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefpodoxime Proxetil 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefpodoxime Proxetil 100 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefpodoxime Proxetil 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefpodoxime Proxetil 50 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefprozil 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefprozil 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefprozil 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefprozil 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftibuten 180 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftibuten 400 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftin 125 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftin 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftin 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftin 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ceftin 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Axetil 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Axetil 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Axetil 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Axetil 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Sodium 1.5 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Sodium 1.5 g/50 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Sodium 7.5 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Sodium 750 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cefuroxime Sodium 750 mg/50 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefzil 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefzil 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cefzil 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cefzil 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Centany 2% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Centany AT Kit 2% topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalexin Monohydrate 750 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalothin Sodium 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephalothin Sodium 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephradine 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephradine 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cephradine 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cephradine 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Ceptaz L-arginine 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ceptaz L-arginine 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ceptaz L-arginine 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cerubidine 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Chloracol 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Chloramphenicol 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Chloramphenicol Palmitate palmitate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Chloramphenicol Sodium Succinate 1000 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Chloramphenicol compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Chloromycetin 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Chloromycetin Sodium Succinate 1000 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cinobac 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cinobac 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cinoxacin 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro 500 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro 750 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro Cystitis Pack 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro I.V. 10 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro I.V. 200 mg/100 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cipro I.V. 400 mg/200 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
"Cipro XR 1000 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Cipro XR 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin 500 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
"Ciprofloxacin Extended Release 1000 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Ciprofloxacin Extended Release 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 10 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 200 mg/100 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 400 mg/200 mL-5% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ciprofloxacin Hydrochloride 750 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Claforan ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Clarifoam EF 10%-5% topical foam,Teladoc_Sample_String,Antibiotics,Teladoc
Claris Clarifying Wash 10%-4%-10% topical liquid,Teladoc_Sample_String,Antibiotics,Teladoc
Clarithromycin 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Clarithromycin 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Clarithromycin 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Clarithromycin 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"Clarithromycin ER 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Clenia Emollient Cream 10%-5% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Clenia Foaming Wash 10%-5% topical liquid,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin HCl 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin HCl 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin HCl 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Pediatric 75 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Phosphate 150 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Phosphate 300 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Phosphate 600 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Phosphate 900 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Cleocin Phosphate ADD-Vantage 150 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Hydrochloride 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Hydrochloride 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Hydrochloride 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Hydrochloride hydrochloride compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Palmitate 75 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 150 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 300 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 300 mg/50 mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 600 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 600 mg/50 mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 900 mg-5%/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate 900 mg/50 mL-NaCl 0.9% intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate ADD-Vantage 150 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Clindamycin Phosphate phosphate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Cloxacillin Sodium 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Cloxacillin Sodium 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cloxacillin Sodium 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cloxapen 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cloxapen 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Cofatrim Fort 800 mg-160 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Colistimethate Sodium 150 mg (colistin base) injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Colistimethate Sodium compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Coly Mycin M 150 mg (colistin base) injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cosmegen 0.5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cotrim 400 mg-80 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cotrim DS 800 mg-160 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Cotrim Pediatric 200 mg-40 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Cubicin 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Cubicin RF 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Curad Triple Antibiotic 400 units-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
DAUNOrubicin Hydrochloride 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DAUNOrubicin Hydrochloride 5 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
DAUNOrubicin Hydrochloride 50 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride 10 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride 150 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride 2 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride 50 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Hydrochloride compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
DOXOrubicin Liposomal 2 mg/mL intravenous dispersion,Teladoc_Sample_String,Antibiotics,Teladoc
Dactinomycin 0.5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Dalvance 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Dapsone 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dapsone 25 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Daptomycin 350 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Daptomycin 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Daunoxome 2 mg/mL intravenous dispersion,Teladoc_Sample_String,Antibiotics,Teladoc
Daxbia 333 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Declomycin 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Declomycin 300 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Del-Mycin 2% topical solution,Teladoc_Sample_String,Antibiotics,Teladoc
Demeclocycline Hydrochloride 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Demeclocycline Hydrochloride 300 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Dermamycin (obsolete) 2% topical gel,Teladoc_Sample_String,Antibiotics,Teladoc
Dermamycin (obsolete) 2% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Dicloxacillin Sodium 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Dicloxacillin Sodium 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
"Dispermox 200 mg oral tablet, dispersible",Teladoc_Sample_String,Antibiotics,Teladoc
"Dispermox 400 mg oral tablet, dispersible",Teladoc_Sample_String,Antibiotics,Teladoc
"Dispermox 600 mg oral tablet, dispersible",Teladoc_Sample_String,Antibiotics,Teladoc
Doribax 250 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doribax 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doripenem 250 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doripenem 500 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx MPC 120 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 100 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 100 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 150 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 200 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 50 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 75 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doryx hyclate 75 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Double Antibiotic 500 units-10000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Doxil 2 mg/mL intravenous dispersion,Teladoc_Sample_String,Antibiotics,Teladoc
Doxy Lemmon hyclate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxy-Caps hyclate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxy-D hyclate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxy-D hyclate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxy-D hyclate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline 40 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate 100 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate 20 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate 200 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 100 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 100 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 150 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 200 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 50 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 75 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 75 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Hyclate hyclate 75 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate 25 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline Monohydrate monohydrate 75 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Doxycycline hyclate 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Duricef 1000 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Duricef 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Duricef 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Duricef 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Duricef 500 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Dycill 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
